id,name,surname,city,street,street_number,postal_code
132844889,Hieronim,Borowski,Brodnica,Witkowicka,66,54-004
18169929,Różanna,Andrzejewska,Babimost,Kijaków Bronisławy I Jana,227,94-328
12650624,Manuel,Żurawicki,Alwernia,Kantorowicka,1238,84-779
4540122,Agaton,Salicki,Nowa Ruda,Łokietkówny Elżbiety,842,65-630
115520340,Eustachy,Andrzejewski,Starogard Gdański,Pielęgniarek,244,78-395
509476628,Katarzyna,Pawlicka,Aleksandrów Łódzki,Irzykowskiego Karola,334,87-553
6709359,Felicja,Dobrzyńska,Skawina,Oraczy,316,00-909
89801156,Adrianna,Drobczyńska,Kielce,Litawora,884,00-006
26922149,Lucjusz,Karpiński,Radom,Kostrzecka,54,41-286
162425156,Helena,Regulska,Piechowice,Różyckiego Stefana,1041,11-677
217894288,Ariela,Dobrzyńska,Wleń,Głogowa,472,94-923
286851911,Sobiesław,Górka,Ropczyce,Cetniewska,188,59-728
86905641,Manuel,Pilarz,Ujście,Szpotańskiego Janusza,587,96-999
187683627,Marcela,Narkiewicz,Żnin,Chanieckiej Heleny,975,30-162
458085081,Fryderyk,Paszkiewicz,Koronowo,Zakleśnie,71,40-899
472447604,Kornelia,Słaby,Wisła,Żbikowa,797,87-763
119603468,Hubert,Waniek,Ropczyce,Jeziorańska,622,72-589
8913369,Czesława,Ryś,Krosno Odrzańskie,Ojcowska,1397,00-865
46462807,Luiza,Żyborska,Piekary Śląskie,Paska Jana Chryzostoma,1262,12-390
478158423,Artur,Drzewiecki,Żuromin,Nasienna,988,55-485
25632423,Artur,Wojciechowski,Krobia,Startowa,124,61-882
495191046,Bonifacy,Siudek,Trzebiatów,Daleka,815,36-415
8730451,Linda,Waniek,Libiąż,Domeyki Ignacego,1286,15-905
27826135,Fabiana,Kubicz,Zielonka,Korepty Jana,923,83-503
53197629,Ariela,Kłosińska,Łobżenica,Bielańska,1128,52-827
37531301,Aniela,Wolny,Sompolno,Nadbrzeżna,193,31-810
73144018,Lech,Bojanowski,Kórnik,Opoczyńska,120,65-589
25440561,Ida,Mackaewicz,Lidzbark,Urzędnicza,965,50-952
118692973,Damian,Smolik,Zduny,Włodarczyka Bronisława,291,62-799
85145982,Gaja,Czechowska,Niemodlin,Międzylesie,1212,83-050
36003169,Tobiasz,Świetlicki,Oborniki Śląskie,Na Dołach,763,62-500
151126159,Maryla,Mołdrzyk,Legnica,Szkunerowa,664,05-359
12978904,Kunegunda,Dębińska,Kożuchów,Spławie,1155,40-322
456862772,Danka,Rybińska,Rajgród,Proszowicka,217,66-656
482447368,Dobiesław,Ignatowicz,Kostrzyn nad Odrą,Nad Krzesinką,613,48-581
93756490,Zygfryd,Dutkiewicz,Glinojeck,Śliwkowa,959,12-688
7868625,Aron,Mioduszewski,Krosno,Świętego Stanisława,51,93-435
9101045,Lusia,Abakanowicz,Pobiedziska,Botaniczna,282,80-268
569974274,Laurencja,Sikorska,Żukowo,Grawerska,721,01-898
314243416,Cezaria,Opasińska,Łaskarzew,Majora Jakuba,843,56-228
374145638,Renia,Samsonowicz,Pieńsk,Na Kozłówce,511,15-596
133410832,Faustyna,Wójczyk,Jedlina-Zdrój,Pniewskiego Władysława,743,19-925
141383392,Linda,Pawlak,Zakopane,Kaczorówka,209,15-436
393293923,Donald,Stępień,Górzno,Halczyna Wojciecha,419,69-894
517420254,Kaja,Bartyzel,Byczyna,Jarzębowa,1190,27-241
416804083,Arek,Pilarz,Mszana Dolna,Gerwela Czesława,251,67-036
42366983,Judyta,Hejmo,Łapy,Karbowska,919,32-175
158383775,Lenka,Klimczuk,Muszyna,Nadrzeczna,1108,41-846
166513666,Marzenna,Kossowska,Gozdnica,Arnikowa,4,06-606
67293544,Jan,Gawkowski,Dobczyce,Strzeleckiego Pawła Edmunda,92,24-889
305967152,Marzanna,Niemojowska,Bodzentyn,Zamojska,1304,03-891
20972466,Dawid,Żyborski,Ropczyce,Święty Marcin,1096,66-863
9210745,Michał,Roguski,Otmuchów,Imbramowska,687,79-070
323071689,Radomił,Filipowicz,Krzeszowice,Jędrzejczyka Ludwika,394,23-428
8495917,Tobiasz,Wójczyk,Stęszew,Garczyńskiego Stefana,1249,84-559
234021236,Apolonia,Przeździecka,Syców,Do Luboni,44,58-872
156293449,Jurek,Odrzywolski,Kostrzyn nad Odrą,Nakielska,1152,03-313
101219623,Lilka,Purcelewska,Czyżew,Żniwna,510,67-661
277215383,Izrael,Nowicki,Rypin,Szeroka,133,02-866
11417534,Konstanty,Walewski,Jedwabne,Strzecha,186,41-799
53155457,Olga,Hernik,Mońki,Żuławskiego Jerzego,228,88-235
42300780,Szczepan,Rogalski,Poniec,Jasielska,134,34-655
154815981,Emanuela,Tatarkiewicz,Sanok,Jaskółcza,1033,07-106
287384469,Mirek,Mackiewicz,Koprzywnica,Malczewskiego Jacka,242,25-342
5706829,Łukasz,Błach,Ogrodzieniec,Pomarańczowa,990,40-505
141401834,Darzybór,Krupiński,Wolsztyn,Pod Strugą,1147,29-094
21369612,Inga,Rychlewska,Brok,Calliera Edmunda,105,90-781
442063919,Dagmar,Żyborski,Dobrzany,Karpińskiej Aleksandry,568,45-938
15934755,Eustachy,Gogolewski,Biały Bór,Obrońców Poczty Gdańskiej,171,04-264
26002563,Grzymisława,Żalińska,Ulanów,Jawornicka,563,82-779
23288538,Kornel,Sieradzki,Białystok,Karasiówka,158,05-903
28920737,Pamela,Jerzmanowska,Olsztyn,Pod Sikornikiem,1268,81-949
31807764,Albert,Waglewski,Michałowo,Winnicka,69,09-522
564360273,Paulina,Romanowicz,Ustrzyki Dolne,Sofoklesa,818,23-568
350404569,Izabela,Kossowska,Busko-Zdrój,Cetniewska,879,19-480
477800138,Zdzisława,Paradowska,Gdańsk,Świebodzińska,717,00-048
82085075,Włodzimierz,Makowiecki,Stawiski,Odyńca Antoniego,226,12-741
216949834,Tymon,Mrozowski,Kostrzyn,Głębinowa,7,72-816
137832337,Leonard,Świerczewski,Skórcz,Żuromińska,715,39-455
115137840,Ida,Kucharczyk,Trzcińsko-Zdrój,Świebodzicka,60,32-023
129113630,Jolanta,Bizoń,Zakroczym,Węgrzecka,952,62-706
73784337,Izolda,Turowska,Rudnik nad Sanem,Sopocka,269,29-234
57020908,Eryka,Odrzywolska,Kórnik,Ludwika Zieleniewskiego,935,91-035
2943063,Klara,Olejniczak,Tuliszków,Sierakowska,973,71-354
6036747,Gabriel,Domachowski,Głuchołazy,Hutnika Michaiła,157,27-496
172196565,Manuel,Burzyński,Starachowice,Liściasta,66,55-039
132580662,Szczepan,Gosiewski,Poniatowa,Paczoskiego Józefa,1108,28-586
347774091,Józefina,Mioduszewska,Ujazd,Juwenalisa,270,02-620
40870707,Jagienka,Łagowska,Pyzdry,Rybojadzka,1090,29-376
397732428,Urszula,Lewińska,Przemyśl,Pelargoniowa,1151,23-733
467065770,Tomek,Frydrychowicz,Kleczew,Komandosów,77,82-172
12668121,Sędzimir,Michnik,Włoszczowa,Pawia,929,15-644
182199577,Henrieta,Zając,Ryglice,Barczewska,552,91-604
3621820,Seweryn,Szulc,Jastrzębie Zdrój,Wrony Mieczysława,1148,43-277
75666605,Renia,Towarnicka,Janowiec Wielkopolski,Szyperska,950,73-522
286085246,Matylda,Magierowska,Jastrzębie Zdrój,Zabłocie,1051,14-385
57291339,Samuela,Olekszyk,Andrychów,Radojewo,790,21-993
3649932,Tobiasz,Dunajewski,Nowe Miasto nad Pilicą,Krasickiego Ignacego,3,40-809
230802015,Mikołaj,Młynarczyk,Zamość,Golkowicka,1006,80-680
8079826,Karola,Skrok,Baranów Sandomierski,Woźna,1132,94-843
115111934,Radomiła,Gierymska,Sędziszów,Kowalskiego Rocha,63,58-062
242464103,Oleńka,Filipowicz,Poznań,Klonowa,724,04-277
30441076,Emilian,Krupiński,Małomice,Świętego Michała,1193,37-388
555652601,Iga,Milewska,Czerniejewo,Jakubowskiego Macieja,640,29-564
287153460,Bernarda,Abakanowicz,Zawiercie,Paczoskiego Józefa,387,55-497
311710130,Konstancja,Gucwa,Chorzów,Kliniec,899,97-284
481514991,Katarzyna,Wierzbowska,Przeworsk,Storczykowa,38,20-778
17532735,Tymoteusz,Pietrzykowski,Gliwice,Rudnicze,1369,63-518
97002209,Nadzieja,Majerska,Koźmin Wielkopolski,Sandomierska,272,86-534
16858534,Ala,Rocka,Jedlina-Zdrój,Wietora Hieronima,894,88-121
41251538,Wawrzyn,Umiński,Krzepice,Kanclerska,1011,89-190
112833749,Grażyna,Redlicka,Brzeg,Borelowskiego-Lelewela Marcina,837,14-323
4735398,Wera,Porowska,Okonek,Oławska,565,66-670
73425850,Robert,Giergielewicz,Margonin,Czereśniowa,34,65-863
33294670,Wiesław,Grabski,Mińsk Mazowiecki,Ptaka Franciszka,759,25-717
54853299,Jolanta,Dębicka,Torzym,Śmiełowska,223,07-949
14028652,Nikita,Szczepanowska,Kałuszyn,Łazienna,1080,86-130
67913079,Iryda,Gawron,Będzin,Torfowa,951,54-447
36333996,Kajetan,Żaliński,Gąbin,Wrzosowa,1116,34-961
48418832,Irek,Giergielewicz,Kalisz Pomorski,Kąkolowa,108,27-392
4844219,Lidka,Romanowicz,Bielawa,Sempołowskiej Stefanii,924,96-412
11264595,Tomek,Staszewski,Wrocław,Paska Jana Chryzostoma,1285,37-613
34366670,Klaudiusz,Tomankiewicz,Bartoszyce,Przelot,1347,96-264
24026008,Sława,Redlicka,Orzesze,Karpińskiej Aleksandry,390,24-815
3709138,Afrodyta,Kownacka,Nowe Brzesko,Studzienna,1077,07-244
103533521,Emil,Onufrowicz,Brwinów,Tęczowa,345,84-776
178800526,Dorota,Morawska,Brwinów,Zielony Jar,1113,66-751
13153695,Ziemowit,Kurtyka,Złoty Stok,Ojcowska,306,67-372
153981806,Maniek,Suchecki,Lidzbark Warmiński,Dukatów,979,40-125
1784764,Roma,Kreczmar,Ostrołęka,Kadecka,69,34-185
3910067,Oliwier,Reszke,Przysucha,Schulza Brunona,87,99-251
62258577,Jeremi,Brodowicz,Prudnik,Rybitwy,1358,92-056
9178348,Zbyszko,Rusek,Kutno,Zegadłowicza Emila,356,40-180
4816100,Błażej,Wilk,Siemianowice Śląskie,Łuczkowska,1146,56-172
35978284,Karolina,Borys,Zielonka,Śnieżna,451,88-524
307988424,Maciek,Siudym,Chmielnik,Cymsa Pawła,4,63-505
425260168,Dagmara,Larek,Choroszcz,Sadnicka,251,80-463
183210200,Sobiesław,Wołk-Lewanowicz,Białobrzegi,Stare Wiślisko,823,82-587
46664894,Czarek,Godlewski,Boguchwała,Łabiszyńska,51,01-885
20598857,Czesław,Waniek,Kraków,Ostrowska,280,20-845
7258517,Pankracy,Korzeniak,Mława,Małego Księcia,1062,42-052
16704652,Wiktor,Dziubdziela,Pilzno,Chociszewskiego Józefa,809,46-389
316755214,Cezaria,Żochowska,Sulęcin,Boratyńskiego Czesława,1079,39-578
90656504,Antonia,Gołębiewska,Jawor,Grota-Roweckiego,168,16-735
32749538,Daria,Łagodzki,Korfantów,Bosmańska,116,50-078
191912588,Bruno,Krudowski,Zambrów,Lubocka,869,11-917
68988772,Roksana,Dziubińska,Zbąszyń,Wysoka,747,38-333
82789497,Józefa,Bohosiewicz,Byczyna,Rakoniewicka,1360,02-105
42658686,Telesfor,Kaznowski,Chełmno,Starkowska,895,15-230
12200997,Norberta,Michnik,Mikołajki,Działowa,1170,54-233
4963424,Daniel,Wisowaty,Koniecpol,Mogiłki,363,64-746
185466656,Kleofas,Maciejewski,Trzemeszno,Pstrowskiego Wincentego,1178,43-749
239372066,Maks,Suwart,Ozimek,Mierzeja Wiślana,251,86-009
4694269,Robert,Konieczko,Woźniki,Niedziałkowskiego Mieczysława,509,08-902
38925702,Lucyna,Galińska,Dębno,Krzywickiego Ludwika,888,98-154
80014566,Filip,Wodzyński,Błonie,Niebyła,605,40-280
31762936,Ryszard,Małachowski,Dąbrowa Tarnowska,Bagienna,607,58-792
26637844,Apolonia,Szablewska,Katowice,Jędrzejczyka Ludwika,769,04-647
31627756,Łukasz,Katlewicz,Gogolin,Topografów,813,73-354
12029518,Sędzimir,Polański,Bytom,Nabielaka Ludwika,941,83-031
388069050,Rajmund,Bartyzel,Elbląg,Kluka Jana,1196,14-051
8727051,Nela,Brzana,Wolsztyn,Ukośna,661,53-656
314501416,Szczepan,Trzciński,Sztum,Okocimska,1391,02-921
591587846,Zdzisława,Grochowska,Dębica,Węglowa,613,46-984
432325,Konrad,Ostrowski,Twardogóra,Bagienna,124,98-360
3308809,Andrzej,Świerczyński,Korsze,Lubczykowa,924,74-495
548505073,Wanda,Kot,Pniewy,Pruszkowska,591,87-727
102011034,Zenon,Reszke,Skoczów,Michałowskiego Piotra,1000,64-635
188400806,Augustyn,Łańcucki,Wągrowiec,Gubińska,505,36-761
318719305,Jakub,Wolny,Sułkowice,Ludowa,788,41-326
154991933,Dobrawa,Łomnicka,Pasłęk,Izaaka,13,15-777
154364697,Darek,Smulikowski,Staszów,Kotsisa Aleksandra,327,56-047
3388379,Wacław,Jarczyński,Zalewo,Ciołkowskiego Konstantego,1085,68-698
129214600,Hubert,Warzager,Szczytna,Inicjatywy Lokalnej,925,60-796
15297639,Jadwiga,Onufrowicz,Sławno,Rybna,567,35-590
2051532,Dagna,Nowicka,Brzeszcze,Poniatowskiego Stanisława,1106,47-571
3204452,Czesław,Mazur,Jordanów,Powstania Warszawskiego,704,77-719
59435493,Wacława,Janiszewska,Śmigiel,Koźlarska,323,23-074
20566557,Bogdan,Nowacki,Zator,Mirtowa,1057,34-060
117156990,Maksym,Siudek,Olesno,Grimma Wilhelma,680,69-705
397920525,Cezary,Witczak,Pruchnik,Sławkowska,935,50-041
51078426,Olaf,Urbanik,Brzostek,Księcia Józefa,879,24-463
39843683,Rysiek,Siczek,Kraków,Krzeszowicka,211,13-557
22775140,Gniewko,Olechowski,Sobótka,Adamanisa Franciszka,951,47-588
479571118,Marlena,Radzińska,Przedecz,Tomaszewskiego Adama,116,64-213
1694128,Jonasz,Boguszewski,Sławno,Arciszewskiego Krzysztofa,272,29-671
33838085,Gromosław,Jastrzębski,Lubomierz,Norwida Cypriana Kamila,786,49-492
76854139,Władysława,Wolańska,Skawina,Drobna,535,26-817
550181851,Marleta,Kraszewska,Bieżuń,Pomarańczowa,618,94-699
107291292,Justyna,Wilkoszewska,Miastko,Barwicka,771,88-119
116178431,Bazyli,Ryndak,Łasin,Inicjatywy Lokalnej,371,76-072
3781106,Krystian,Wisowaty,Piaseczno,Czyżyków,1128,88-047
326236837,Elena,Partyka,Gniezno,Dziedzica Emila,453,01-809
426156282,Jacek,Kownacki,Czeladź,Wyrwy-Furgalskiego Tadeusza,495,52-082
264429144,Augustyn,Żmuda,Opoczno,Różyckiego Jerzego,885,58-836
177290623,Łukasz,Redlicki,Pyzdry,Kurowskiego Aleksandra,598,66-599
194415788,Kryspian,Waniek,Gryfów Śląski,Bogucianka,1056,95-232
136211569,Pola,Arciszewska,Mońki,Zdobywców Monte Cassino,1039,18-460
198498624,Liliana,Dutkiewicz,Koprzywnica,Straży Ludowej,1110,43-677
67608065,Faustyna,Mazurek,Strumień,Myśliborska,586,59-067
63876170,Seweryn,Gucwa,Kleczew,Truskawkowa,180,71-011
7800867,Melchior,Świdziński,Niemcza,Łopuskiej Izabeli,610,76-323
75252832,Ziemowit,Niemojowski,Lubsko,Kurkowa,748,26-922
26537009,Bartosz,Majerski,Wisła,Włoska,761,25-863
465223972,Wincent,Świetlicki,Drawsko Pomorskie,Chęcińska,211,25-311
140335411,Andrzej,Marcinkiewicz,Myszyniec,Wierusz Kowalskiego Alfreda,40,77-813
158038224,Boguchwał,Łagodzki,Mikołajki,Mieszka I,1011,10-730
142308103,Wacław,Walicki,Pobiedziska,Libelta Karola,505,29-550
61124662,Benedykt,Adamiuk,Rychwał,Kaplickiego Mieczysława,1332,61-213
7048389,Hipolit,Arciszewski,Zakopane,Pod Fortem,830,73-816
1915232,Magdalena,Frankowska,Czersk,Przegorzalska,326,64-227
151563373,Czesława,Szołtysek,Otmuchów,Wituchowska,623,39-674
560037729,Rózia,Dzielska,Chorzele,Agatowa,843,03-735
102162509,Karol,Kamiński,Nakło nad Notecią,Reknicka,924,55-595
21678644,Angela,Rudnicka,Radzionków,Lubowska,659,15-359
244305280,Robert,Siudym,Mysłowice,Kalwaryjska,454,51-802
91632905,Radziwił,Krupski,Grybów,Gogola Mikołaja,1027,83-244
48240886,Mirka,Wasiak,Jabłonowo Pomorskie,Nad Sudołem,942,35-164
404626138,Danusia,Królicka,Poniatowa,Paczoskiego Józefa,1108,28-586
74778220,Klementyna,Waniek,Jasień,Urzędnicza,78,29-417
59352615,Maryna,Romańska,Kamieńsk,Dziewiarzy,1371,24-355
21515934,Polonia,Piecha,Radomsko,Urocza,382,90-094
56370134,Ela,Maciejowska,Przecław,Bełchatowska,657,41-705
273264846,Lilianna,Narkiewicz,Włodawa,Pszona Mieczysława,1204,38-756
138723751,Darzybór,Wojcik,Łomianki,Sołtysia,926,44-893
16065258,Gromosław,Gawłowski,Barcin,Gladiolowa,1150,20-595
126214659,Ofelia,Białek,Słomniki,Reymonta Władysława,1070,02-040
433703399,Magdalena,Turowska,Kłodzko,Rzemieślnicza,883,53-732
104178071,Aldona,Hernik,Żagań,Ochlewskiego Tadeusza,34,14-277
172572419,Remigiusz,Ramotowski,Biłgoraj,Pozdawnicka,1150,62-905
109625281,Krzesimir,Kłosowski,Bychawa,Żabia,78,75-567
1495828,Mateusz,Sikora,Chociwel,Czeczotta Henryka,804,92-828
560969392,Boguchwała,Siudym,Malbork,Balonowa,445,11-143
20616574,Jarek,Paprocki,Orzesze,Soczyny,904,16-907
429463241,Zygfryda,Mąkosza,Gniezno,Lekarska,1111,90-983
414037038,Mirek,Maćkowiak,Okonek,Przełazek,745,81-333
68648688,Przemysława,Urbaniak,Duszniki-Zdrój,Cuplowa,1124,05-440
184020278,Jeremi,Fornalski,Gogolin,Zapłocie,69,25-988
203827095,Gloria,Kołodziej,Nowy Staw,Lasówka,1329,50-849
14345549,Lilka,Giergielewicz,Kartuzy,27 Grudnia,103,38-306
363472237,Samuela,Dołęga-Zakrzewska,Konstancin-Jeziorna,Raszyńska,936,94-259
379095136,Polina,Siczek,Sępopol,Szybowników,851,38-221
100782169,Bronisław,Dąbek,Dobiegniew,Supniewskiego Janusza,750,51-617
182694206,Malwina,Rutowicz,Łazy,Wiesławy,986,87-776
39724342,Teodora,Smulikowska,Chojna,Bóżnicza,1273,64-398
7761250,Jarosław,Różański,Staszów,Rosista,33,74-091
42301091,Waldek,Górzyński,Szczyrk,Hurtowa,1195,99-948
31600877,Zenobiusz,Kozubowski,Miłakowo,Wodna,995,84-951
6372446,Robert,Frankowski,Nowogard,Kłuszyńska,968,82-049
151877439,Mirosław,Makowiecki,Lipiany,Danysz Anny,207,38-012
347610,Mieczysława,Stasiuk,Maków Podhalański,Snopowa,865,73-117
1760696,Anastazy,Mederski,Czersk,Bułhakowa Michała,1029,76-013
188508944,Irena,Kozłowska,Zakliczyn,Srebrna,842,88-369
43576064,Edward,Wesołowski,Rymanów,Skoczowska,1315,61-817
515060899,Adria,Dąbkowska,Niepołomice,Termalna,848,05-570
346425304,Maksymilian,Tatarkiewicz,Szadek,Pawłowskiego Stanisława,216,08-569
191357098,Bożydar,Raniszewski,Pakość,Ostrówka,569,56-253
54118735,Adria,Kot,Poniec,Landaua Lwa,1085,93-940
66481438,Napoleon,Garbowski,Wejherowo,Homera,1025,79-954
63157828,Sabina,Korczyńska,Żory,Dominikanów,997,72-312
1287911,Radomir,Zielonko,Głuchołazy,Dubois Stanisława,889,53-581
32712209,Lenka,Grzesiak,Golub-Dobrzyń,Świętego Marka,18,60-057
57842710,Hugo,Przewalski,Międzychód,Chwaliszewo,1397,75-977
267028546,Ofelia,Wielopolska,Jastarnia,Kraka,752,09-523
21883014,Bożydar,Urbanik,Biała Piska,Miłosławska,157,09-288
574660388,Jagoda,Sikorska,Łeba,Mleczowa,1271,00-690
10100762,Wiesław,Urbański,Łask,Zjazd,984,62-127
16867684,Abel,Gawron,Wołów,Kłosowskiego Stanisława,292,50-027
139609839,Julianna,Waliszewska,Wilamowice,Dziekańska,997,70-529
22898350,Judyta,Olechnowicz,Osieczna,Mochnaniec,516,62-707
72987685,Stefan,Szymański,Szczecinek,Górska,841,36-712
510222150,Zygmund,Sieradzki,Grodzisk Mazowiecki,Ku Raciborowicom,1233,20-407
35447098,Ludwik,Czekalski,Pniewy,Jarzębinowa,806,04-545
177029980,Daniel,Rudnicki,Nowe Warpno,Bachledy Klimka,493,31-148
501067715,Adela,Zielonko,Iłowa,Kowalskiego Rocha,1040,67-500
350261272,Andżela,Kaczanowska,Jaworzyna Śląska,Podbipięty Longinusa,3,54-276
319901849,Gniewomir,Ryba,Korfantów,Jarzębiny,681,21-028
42180904,Janek,Świdziński,Serock,Bujwida Odona,753,78-104
26738223,Pankracy,Rzepecki,Międzyrzec Podlaski,Łobeska,162,00-794
103261719,Teofil,Łagowski,Kęty,Śródka,1209,87-486
101211463,Zenon,Zieliński,Zawiercie,Gwarna,1109,83-306
42517684,Tytus,Warzager,Czechowice-Dziedzice,Pola Wincentego,1340,34-195
118719364,Józefa,Popek,Wąchock,Bolesławy,1386,94-568
432894110,Wanda,Sikorska,Przysucha,Mackiewicza Józefa,910,47-616
50708735,Karol,Parandowski,Kartuzy,Hetmańska,147,72-480
247241673,Adam,Czachor,Daleszyce,Poznańska,381,61-556
208438965,Benedykta,Karaś,Dzierzgoń,Łącka,1028,06-901
203208307,Wacława,Nowacka,Myszyniec,Pajęcza,1012,18-228
66693510,Florian,Pilarski,Jordanów,Gazowa,1125,84-300
239352553,Henryk,Zieliński,Bieżuń,Wasilewskiego Edmunda,434,86-160
219583052,Ariela,Małachowska,Tykocin,Wodzinowskiego Wincentego,109,28-732
110581375,Izrael,Włodarczyk,Mikstat,Powstańców,456,86-339
118380847,Jeremiasz,Smolar,Mikstat,Dąbska,1286,34-117
30577112,Bruno,Gawron,Opoczno,Pszenna,642,18-865
18695337,Hubert,Rączkowski,Sędziszów Małopolski,Królowej Jadwigi Boczna,556,52-874
144736030,Zuzanna,Zając,Rudnik nad Sanem,Tułodzieckiej Anieli,1009,21-875
404160551,Jula,Gadowska,Grybów,Gostyńska,1390,22-302
12908358,Zbyszko,Wilkoszewski,Gniezno,Cieplicka,1072,34-811
584901583,Klaudia,Marcinkiewicz,Czersk,Wieluńska,900,81-946
32473964,Cezary,Zagumny,Mielec,Solecka,828,17-188
477459726,Weronika,Grzesiuk,Koluszki,Morcinka Gustawa,905,42-346
6135082,Jeremi,Halicki,Trzebinia,Bociana,543,06-437
533828349,Alicja,Pietraszek,Kazimierza Wielka,Dąbrówki,1124,33-449
126269530,Zuzanna,Syrewicz,Nowy Targ,Tetmajera Włodzimierza,677,06-347
24754836,Adelina,Boguszewska,Ełk,Seniorów Lotnictwa,146,03-174
8238351,Cezariusz,Brodowicz,Dobrodzień,Architektów,265,20-451
264384011,Różanna,Łagowska,Ulanów,Bednarska,746,97-104
179185089,Bronisław,Strzemecki,Węgorzewo,Zielewicza Ignacego,19,68-959
447591606,Afrodyta,Pospieszalska,Siemianowice Śląskie,Żbikowa,318,53-241
510738229,Cezaria,Teodorowicz,Ząbkowice Śląskie,Turecka,1131,19-705
31786254,Teofil,Ciechanowski,Zgorzelec,Gardowskiego Ludwika,906,64-927
119900,Apoloniusz,Wruk,Kraśnik,Tylna,790,95-464
428057801,Renata,Łagowska,Korsze,Łozowa,492,03-200
33233555,Roksana,Nowakowska,Myszyniec,Bieżanowska,858,98-343
54782899,Ludmiła,Wodzyńska,Wolbrom,Gandhiego Mahatmy,1041,77-618
209225567,Nikola,Walewska,Barwice,Beniowskiego Maurycego,741,03-787
192011326,Remigiusz,Boguski,Nasielsk,Armii Ludowej,375,57-772
15319711,Darek,Abramczyk,Pszczyna,Cytrynowa,212,71-081
15889360,Dobiesława,Skrok,Kargowa,Fałata Juliana,459,85-907
281890070,Zygfryda,Smolik,Głuszyca,Borowinowa,1223,41-145
121506190,Halina,Łazarczyk,Lubawka,Jeziorany,16,45-406
195958990,Majka,Kijańska,Jędrzejów,Kozia,671,60-498
442732228,Leoncjusz,Pańczyk,Boguchwała,Korepty Jana,208,07-963
230484695,Ambrozja,Pluta,Radlin,Pinocci Hieronima,1198,75-482
76790828,Maks,Matlak,Pobiedziska,Powstańcza,1383,87-145
31664294,Borys,Zieliński,Ślesin,Powojowa,1352,35-035
4291487,Teodora,Pietrzak,Siedliszcze,Margaretek,392,31-935
280040690,Lila,Surma,Odolanów,Bnińska,200,35-792
40523512,Daria,Wiśniewska,Bydgoszcz,Warszawska,1285,38-936
449138244,Bogna,Gąsienica,Sokołów Podlaski,Banacha Stefana,174,97-532
65125044,Zbigniew,Szwedowski,Radków,Próchnika Adama,554,74-051
46290449,Manuel,Urbański,Będzin,Marglowa,820,94-155
58151094,Gustawa,Przypkowska,Odolanów,Kolska,503,53-617
135263913,Weronika,Imielińska,Sędziszów,Kłosowa,1060,96-635
17158908,Józef,Kotkowski,Jędrzejów,Łacina,127,69-835
162276206,Adolf,Świnarski,Pszów,Podskale,456,95-233
30791443,Emil,Rubinowicz,Ciechocinek,Rapackiego Wincentego,942,24-169
5771358,Radomił,Weryszko,Rypin,Burgundzka,1124,85-928
18083633,Sędzimir,Gancarczyk,Międzylesie,Bastionowa,265,27-119
24049305,Seweryn,Łuczak,Sopot,Cukrowa,1136,42-819
95277136,Amadeusz,Szabelski,Sławno,Przygraniczna,260,00-191
283751598,Berta,Dudek,Czechowice-Dziedzice,Rybacka,342,78-651
2398176,Wiktor,Pańczyk,Gniezno,Kowalewicka,1165,66-454
130705131,Inga,Rusek,Brzozów,Świętego Jerzego,1116,56-167
83704010,Zofia,Semik,Rejowiec Fabryczny,Gołąba Stanisława,667,64-622
102032093,Beniamin,Różański,Kłobuck,Piaśnicka,1064,78-449
434152921,Aldona,Dębicka,Ujście,Zaleskiego Bohdana,849,64-901
115345283,Nela,Perkowska,Ruda Śląska,Billewiczów,971,02-915
74792289,Stanisław,Grabiński,Ryglice,Klin,212,83-253
148579154,Ilza,Drobczyńska,Świdnik,Bociania,697,17-463
60540739,Mirosław,Stajer,Łęczyca,Branicka,329,89-517
106230431,Patryk,Ślusarski,Oława,Ludwinowska,66,85-392
30529630,Hugon,Gawron,Gniezno,Mariacka,317,22-619
189040381,Wiesław,Pluta,Inowrocław,Śródecki Rynek,1039,51-638
22711630,Rysiek,Czyszek,Nowogród Bobrzański,Nawigacyjna,894,54-915
24619583,Lusia,Janiszewska,Przasnysz,Wyszeborska,98,42-123
181776209,Zofia,Grabińska,Ulanów,Urodzajna,1271,05-623
65322860,Róża,Krupska,Lubawka,Kremerowska,156,26-932
902154,Nikita,Remiszewska,Żychlin,Żaków Krakowskich,860,72-206
559420012,Karina,Michalak,Brzostek,Księcia Józefa,879,24-463
107640139,Halina,Wiszowaty,Staszów,Śpiewaków,1046,77-364
499457992,Ludwika,Krudowska,Bojanowo,Centralna,983,77-188
536052071,Borys,Śpiewakowski,Zwoleń,Kopernika Mikołaja,792,15-506
3199430,Bonifacy,Raczyński,Żagań,Bożydara,818,65-776
136969437,Gromosław,Gawron,Skarszewy,Janiszewskiego Józefa,1318,17-346
139437474,Gracja,Lipińska,Skierniewice,Ziemianek,1173,65-569
14684942,Włodzimierz,Kamiński,Dobrzyń nad Wisłą,Safony,528,12-025
229192675,Zbigniew,Święcicki,Szczucin,Centralna,476,46-608
45781119,Aleksa,Wilk,Jasło,Parafialna,1220,37-973
475488582,Nikita,Ryś,Resko,Cyraneczki,738,59-442
54220455,Jakub,Muszyński,Łęknica,Bartosza,12,14-877
